,data,label
140,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 5, 5, 4, 7, 0, 0, 5, 2, 7, 6, 6, 5, 0, 0, 0, 2, 7, 11, 5, 0, 0, 0, 0, 8, 6, 7, 0, 0, 0, 0, 0, 5, 9, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]",8
141,"[0, 0, 3, 8, 5, 1, 0, 0, 0, 0, 6, 5, 2, 4, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 4, 2, 4, 0, 0, 0, 0, 0, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
142,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 6, 3, 0, 0, 0, 0, 3, 8, 7, 1, 0, 0, 0, 0, 1, 5, 8, 2, 0, 0, 0, 0, 3, 7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
143,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 6, 1, 0, 0, 0, 0, 6, 13, 1, 2, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
144,"[0, 0, 0, 0, 3, 2, 4, 2, 0, 0, 0, 0, 5, 7, 11, 4, 0, 0, 5, 7, 9, 12, 5, 0, 0, 0, 1, 0, 5, 9, 1, 1, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
145,"[0, 0, 1, 6, 6, 4, 0, 0, 0, 0, 3, 9, 6, 6, 0, 0, 0, 0, 2, 5, 13, 3, 0, 0, 0, 0, 2, 6, 3, 5, 0, 0, 0, 0, 5, 7, 2, 8, 2, 0, 0, 0, 2, 7, 3, 5, 0, 0, 0, 0, 3, 8, 7, 5, 0, 0, 0, 0, 3, 3, 1, 2, 0, 0]",8
146,"[0, 0, 1, 3, 3, 6, 0, 0, 0, 0, 5, 5, 8, 9, 0, 0, 0, 3, 5, 3, 7, 4, 0, 0, 0, 2, 1, 9, 4, 3, 0, 0, 0, 0, 1, 6, 3, 0, 0, 0, 0, 0, 4, 10, 6, 1, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8
147,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 7, 4, 4, 5, 0, 0, 2, 5, 10, 7, 4, 2, 0, 0, 0, 0, 6, 6, 5, 2, 0, 0, 0, 0, 6, 6, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
148,"[0, 0, 0, 3, 2, 2, 0, 0, 0, 0, 1, 8, 7, 3, 0, 0, 0, 0, 3, 12, 7, 9, 0, 0, 0, 0, 2, 12, 11, 6, 0, 0, 0, 0, 4, 9, 5, 9, 0, 0, 0, 0, 3, 10, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
149,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 9, 4, 3, 0, 0, 0, 0, 2, 7, 5, 3, 0, 0, 0, 0, 6, 10, 4, 1, 0, 0, 0, 0, 5, 6, 3, 0, 0, 0, 0, 0, 9, 5, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]",8
150,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 4, 5, 6, 7, 11, 5, 0, 0, 3, 6, 1, 1, 0, 3, 0, 0, 3, 9, 7, 8, 6, 4, 1, 0, 0, 7, 1, 3, 4, 11, 3, 2, 0, 3, 7, 6, 7, 7, 5, 0, 0, 2, 0, 0, 4, 4, 0, 1]",add
151,"[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 1, 7, 4, 1, 1, 0, 0, 2, 5, 8, 6, 5, 1, 0, 0, 2, 1, 4, 5, 4, 1, 1, 6, 7, 7, 4, 3, 2, 3, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",add
152,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 1, 3, 11, 8, 0, 0, 0, 0, 1, 9, 12, 6, 0, 0, 1, 0, 3, 6, 8, 9, 4, 1, 0, 3, 11, 10, 6, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
153,"[0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 7, 2, 0, 0, 0, 0, 1, 3, 10, 6, 0, 0, 0, 0, 1, 8, 8, 4, 0, 0, 1, 2, 1, 6, 9, 9, 0, 0, 0, 4, 8, 8, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
154,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 0, 0, 5, 9, 10, 2, 0, 0, 0, 0, 0, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
155,"[0, 0, 2, 3, 4, 3, 0, 0, 0, 0, 2, 8, 5, 1, 0, 0, 0, 0, 3, 10, 7, 2, 0, 0, 0, 0, 4, 7, 9, 2, 0, 0, 0, 0, 3, 3, 7, 13, 4, 3, 0, 0, 2, 9, 7, 3, 2, 1, 0, 0, 6, 4, 5, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 0]",add
156,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 1, 8, 12, 6, 7, 3, 0, 0, 2, 8, 9, 5, 2, 3, 1, 9, 7, 6, 4, 1, 0, 0, 4, 2, 2, 4, 1, 1, 0, 0]",add
157,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 7, 6, 1, 0, 0, 0, 0, 3, 10, 5, 0, 0, 1, 1, 1, 2, 8, 10, 3, 0, 3, 7, 9, 8, 1, 3, 2, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]",add
158,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 6, 6, 3, 3, 0, 0, 0, 1, 6, 8, 10, 4, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
159,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 1, 0, 0, 0, 0, 2, 9, 8, 2, 0, 0, 0, 0, 5, 8, 10, 8, 0, 0, 0, 0, 6, 6, 7, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",add
160,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 2, 7, 6, 4, 3, 2, 0, 0, 2, 3, 4, 8, 9, 2, 0, 0, 7, 6, 7, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
161,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 7, 6, 1, 0, 0, 0, 1, 6, 10, 9, 6, 0, 0, 2, 7, 9, 6, 1, 3, 0, 0, 0, 0, 2, 5, 6, 5, 0, 0, 0, 0, 2, 6, 7, 8, 0, 0, 6, 7, 7, 2, 3, 1, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0]",add
162,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 2, 0, 0, 0, 0, 2, 12, 4, 1, 0, 0, 0, 0, 4, 9, 8, 3, 0, 0, 0, 0, 2, 6, 8, 6, 0, 0, 6, 7, 5, 6, 0, 0, 0, 0, 3, 3, 5, 6, 0, 0, 0, 0]",add
163,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 7, 6, 1, 0, 0, 0, 0, 3, 10, 5, 0, 0, 1, 1, 1, 2, 8, 10, 3, 0, 3, 7, 9, 8, 1, 3, 2, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]",add
164,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 6, 2, 0, 0, 0, 0, 4, 7, 6, 2, 0, 0, 2, 5, 4, 3, 8, 4, 0, 0, 1, 4, 5, 8, 8, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",add
165,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 2, 2, 8, 7, 2, 0, 0, 1, 6, 6, 7, 3, 4, 0, 0, 0, 0, 4, 7, 5, 3, 2, 3, 0, 0, 7, 5, 8, 7, 4, 0, 3, 5, 0, 0, 6, 1, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0]",add
166,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 12, 5, 0, 0, 0, 0, 6, 11, 8, 1, 0, 0, 0, 0, 5, 7, 7, 5, 0, 0, 8, 8, 5, 4, 4, 2, 0, 0, 1, 3, 1, 2, 2, 0, 0, 0]",add
167,"[0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 2, 12, 7, 0, 0, 0, 0, 2, 4, 11, 3, 0, 0, 0, 0, 1, 6, 9, 3, 0, 0, 0, 0, 0, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
168,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 3, 11, 10, 0, 0, 0, 0, 6, 10, 7, 6, 0, 0, 0, 0, 4, 4, 9, 9, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
169,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 6, 4, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 0, 0, 4, 7, 9, 10, 5, 1, 0, 0, 1, 3, 5, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
170,"[0, 0, 0, 0, 3, 4, 1, 3, 0, 0, 0, 0, 1, 9, 8, 6, 0, 0, 5, 8, 10, 7, 9, 7, 0, 0, 8, 13, 7, 1, 1, 0, 9, 8, 7, 10, 13, 3, 0, 0, 3, 3, 2, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 1, 4, 10, 7, 3, 1, 0, 0, 4, 7, 4, 7, 3, 1, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",add
172,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 0, 0, 0, 0, 7, 7, 10, 4, 0, 0, 2, 2, 6, 9, 10, 2, 0, 0, 3, 6, 4, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
173,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 3, 0, 0, 0, 0, 0, 1, 8, 4, 2, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
174,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 5, 5, 0, 0, 0, 0, 3, 8, 7, 2, 0, 0, 0, 0, 5, 11, 10, 4, 0, 0, 0, 0, 1, 5, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",add
175,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 5, 1, 0, 0, 0, 0, 4, 4, 6, 3, 0, 0, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
176,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 2, 9, 9, 7, 4, 1, 0, 0, 6, 2, 5, 7, 2, 2, 0, 0, 5, 4, 11, 2, 2, 1, 0, 0, 6, 8, 8, 3, 6, 5, 0, 0, 0, 0, 3, 6, 7, 2, 0, 0, 0, 0, 1, 2, 0, 0]",alpha
177,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7, 1, 0, 0, 0, 0, 3, 7, 6, 2, 0, 0, 2, 6, 7, 6, 3, 1, 0, 0, 1, 1, 1, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
178,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 2, 11, 10, 10, 7, 2, 0, 0, 2, 9, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
179,"[0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 3, 6, 0, 0, 0, 0, 0, 5, 5, 9, 8, 0, 0, 0, 0, 7, 9, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
180,"[0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 2, 10, 6, 10, 3, 1, 0, 0, 1, 4, 6, 9, 5, 0, 0, 0, 2, 6, 7, 1, 6, 2, 0, 0, 0, 3, 2, 1, 5, 8, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",alpha
181,"[0, 0, 0, 3, 3, 2, 0, 0, 0, 0, 0, 3, 2, 5, 0, 0, 0, 0, 0, 10, 7, 9, 0, 0, 0, 0, 0, 5, 5, 11, 0, 0, 0, 0, 1, 9, 8, 7, 0, 0, 0, 0, 4, 1, 3, 10, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 0, 0, 0, 0, 0, 0, 2, 1]",alpha
182,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 4, 2, 0, 0, 0, 0, 2, 6, 1, 3, 0, 0, 0, 0, 7, 5, 9, 6, 0, 0, 0, 0, 5, 8, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
183,"[0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 1, 7, 5, 2, 8, 3, 0, 0, 6, 5, 1, 12, 4, 1, 0, 0, 5, 5, 6, 7, 9, 8, 0, 0, 2, 1, 1, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
184,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 4, 1, 0, 0, 2, 6, 9, 7, 5, 0, 0, 0, 4, 6, 7, 9, 4, 1, 0, 0, 6, 4, 4, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
185,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 3, 5, 6, 8, 2, 5, 0, 0, 6, 6, 4, 7, 5, 7, 0, 0, 4, 4, 5, 9, 6, 6, 0, 0, 3, 2, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
186,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 4, 0, 0, 0, 0, 4, 3, 4, 3, 0, 0, 0, 0, 5, 5, 13, 4, 0, 0, 0, 0, 3, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
187,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11, 2, 0, 0, 0, 0, 0, 6, 9, 1, 0, 0, 0, 0, 7, 13, 7, 4, 0, 0, 0, 0, 5, 9, 10, 3, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",alpha
188,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 6, 4, 7, 2, 0, 0, 0, 5, 9, 8, 5, 2, 0, 0, 0, 8, 11, 2, 0, 0, 0, 0, 0, 6, 5, 4, 0, 0, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0]",alpha
189,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 1, 1, 0, 0, 2, 8, 3, 2, 8, 3, 0, 0, 0, 7, 6, 8, 4, 1, 0, 0, 2, 9, 5, 2, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
190,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 3, 4, 6, 1, 6, 5, 1, 2, 7, 3, 3, 7, 6, 2, 0, 2, 5, 2, 5, 8, 8, 0, 0, 2, 3, 6, 7, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
191,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 6, 3, 2, 3, 5, 4, 5, 3, 4, 10, 11, 7, 1, 0, 1, 8, 6, 1, 2, 7, 0, 1, 0, 0, 0, 0, 3, 6, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
192,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 8, 3, 6, 0, 0, 0, 3, 7, 7, 9, 3, 3, 0, 0, 3, 10, 7, 7, 4, 0, 0, 0, 0, 3, 4, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
193,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 3, 5, 2, 0, 0, 1, 0, 2, 3, 6, 2, 0, 0, 4, 6, 4, 4, 7, 3, 0, 0, 8, 5, 9, 3, 2, 6, 0, 0, 1, 2, 2, 6, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
194,"[0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 2, 10, 6, 10, 3, 1, 0, 0, 1, 4, 6, 9, 5, 0, 0, 0, 2, 6, 7, 1, 6, 2, 0, 0, 0, 3, 2, 1, 5, 8, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",alpha
195,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 4, 4, 1, 0, 0, 0, 9, 7, 6, 4, 0, 0, 0, 4, 5, 8, 5, 2, 0, 0, 0, 1, 4, 4, 9, 3, 1, 0, 0, 1, 2, 2, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
196,"[0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 7, 7, 4, 5, 9, 1, 1, 6, 5, 3, 10, 5, 0, 0, 2, 7, 7, 7, 10, 5, 0, 0, 0, 1, 6, 2, 7, 5, 0, 0, 0, 0, 3, 0, 6, 1, 0, 0, 0, 0, 0, 0, 9, 5, 2, 0, 0, 0, 0, 0, 6, 11, 4, 0]",alpha
197,"[0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 1, 3, 3, 9, 0, 0, 0, 0, 1, 6, 6, 6, 0, 0, 0, 0, 1, 6, 9, 4, 0, 0, 0, 0, 1, 7, 5, 7, 0, 0, 0, 0, 0, 0, 5, 9, 2, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0]",alpha
198,"[0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 9, 5, 0, 0, 0, 0, 6, 6, 6, 1, 0, 0, 0, 0, 6, 7, 6, 4, 0, 0, 0, 0, 5, 5, 0, 1, 0, 0, 0, 0, 3, 7, 4, 3, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0]",alpha
199,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7, 4, 4, 4, 0, 0, 2, 5, 4, 7, 6, 4, 0, 0, 3, 6, 8, 10, 3, 1, 0, 0, 2, 3, 2, 5, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alpha
200,"[0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 8, 3, 5, 4, 3, 0, 0, 6, 6, 4, 10, 3, 2, 0, 0, 10, 5, 7, 3, 0, 0, 0, 0, 3, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
201,"[0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 7, 5, 2, 2, 0, 0, 0, 4, 2, 3, 2, 3, 0, 0, 0, 4, 2, 5, 3, 8, 10, 4, 0, 4, 1, 12, 10, 9, 10, 10, 2, 4, 12, 8, 4, 2, 0, 0, 1, 2, 2, 3, 1, 1, 0, 0]",cosinus
202,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 4, 2, 4, 5, 8, 3, 2, 7, 5, 7, 8, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 0, 0, 1, 6, 5, 1, 6, 8, 8, 4, 5, 7, 6, 9, 8, 7, 3, 4, 2, 5, 2, 5, 1, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
204,"[0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 5, 5, 3, 0, 0, 0, 0, 0, 5, 6, 9, 7, 0, 0, 0, 0, 5, 8, 3, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
205,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 0, 0, 0, 2, 7, 7, 6, 0, 0, 0, 0, 1, 3, 11, 6, 11, 14, 11, 0, 0, 1, 5, 4, 1, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
206,"[3, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 5, 5, 1, 5, 5, 2, 0, 0, 4, 3, 2, 5, 5, 7, 0, 0, 5, 9, 4, 2, 5, 7, 7, 0, 1, 4, 6, 6, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
207,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 2, 0, 2, 5, 6, 0, 1, 4, 3, 5, 5, 10, 6, 0, 0, 2, 7, 9, 9, 8, 1, 0, 0, 3, 3, 3, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
208,"[0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 2, 3, 8, 1, 1, 2, 3, 0, 1, 8, 5, 4, 1, 6, 10, 2, 3, 6, 5, 6, 4, 7, 8, 0, 1, 6, 5, 9, 10, 7, 4, 1, 2, 5, 7, 10, 0, 0, 0, 0, 1, 4, 3, 3, 1, 0, 0, 0]",cosinus
209,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 4, 1, 2, 2, 0, 0, 3, 7, 6, 7, 9, 4, 0, 0, 2, 7, 4, 1, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cosinus
